player,tm,pos,g,mp,g_2,mp_2,fgpercent,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,link,season
Jordin Canada,SEA,G,29,542,29,542,0.389,10.5,0.903,0.181,0.389,0.188,0.146,0.097,0.408,0.538,0.375,0.37,0.381,0.214,0.283,1,0.143,1,/wnba/players/c/canadjo01w.html,2021
Mikiah Herbert Harrigan,SEA,F,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/harrimi01w.html,2021
Jewell Loyd,SEA,G,31,962,31,962,0.42,15.9,0.623,0.133,0.2,0.111,0.179,0.377,0.448,0.623,0.413,0.373,0.402,0.376,0.469,0.815,0.179,0.452,/wnba/players/l/loydje01w.html,2021
Ezi Magbegor,SEA,C,30,456,30,456,0.506,8.8,0.944,0.438,0.381,0.044,0.081,0.056,0.503,0.643,0.426,0.286,0.231,0.556,0.776,1,0.222,0,/wnba/players/m/magbeez01w.html,2021
Epiphanny Prince,SEA,G,29,416,29,416,0.439,17.2,0.621,0.106,0.182,0.144,0.189,0.379,0.402,0.429,0.375,0.316,0.48,0.5,0.273,0.76,0.02,0,/wnba/players/p/princep01w.html,2021
Mercedes Russell,SEA,C,30,740,30,740,0.617,6,1,0.376,0.47,0.121,0.034,0,0.617,0.839,0.543,0.333,0.2,NA,0.783,NA,NA,NA,/wnba/players/r/russeme01w.html,2021
Katie Lou Samuelson,SEA,F,27,566,27,566,0.456,16.6,0.532,0.177,0.165,0.095,0.095,0.468,0.548,0.714,0.538,0.333,0.467,0.351,0.63,1,0.297,0.227,/wnba/players/s/samueka02w.html,2021
Breanna Stewart,SEA,F,28,934,28,934,0.439,13.1,0.676,0.186,0.271,0.165,0.054,0.324,0.488,0.671,0.433,0.37,0.5,0.336,0.76,0.958,0.056,0.25,/wnba/players/s/stewabr01w.html,2021
Stephanie Talbot,SEA,F,30,538,30,538,0.483,17.5,0.545,0.182,0.189,0.063,0.112,0.455,0.538,0.731,0.556,0.333,0.313,0.415,0.69,0.963,0.169,0.636,/wnba/players/t/talbost01w.html,2021
Kiana Williams,SEA,G,10,35,10,35,0.143,20.9,0.143,0,0.143,0,0,0.857,0,NA,0,NA,NA,0.167,NA,1,0,NA,/wnba/players/w/williki02w.html,2021
Bella Alarie,DAL,C-F,31,407,31,407,0.5,4.4,0.969,0.563,0.344,0.047,0.016,0.031,0.516,0.667,0.318,0.333,0,0,0.813,NA,0,NA,/wnba/players/a/alaribe01w.html,2021
Charli Collier,DAL,F-C,28,345,28,345,0.465,7.5,1,0.291,0.384,0.233,0.093,0,0.465,0.44,0.485,0.35,0.75,NA,0.7,NA,NA,NA,/wnba/players/c/collich01w.html,2021
Chelsea Dungee,DAL,G,14,64,14,64,0.176,17.7,0.412,0.118,0.118,0.176,0,0.588,0.143,0,0,0.333,NA,0.2,1,0.5,0.2,0,/wnba/players/d/dungech01w.html,2021
Allisha Gray,DAL,G,25,694,25,694,0.438,13.9,0.661,0.215,0.182,0.136,0.128,0.339,0.475,0.673,0.409,0.364,0.355,0.366,0.474,0.867,0.171,0.429,/wnba/players/g/grayal01w.html,2021
Isabelle Harrison,DAL,F,28,665,28,665,0.538,6.1,0.996,0.421,0.379,0.113,0.083,0.004,0.54,0.733,0.484,0.222,0.25,0,0.705,NA,0,NA,/wnba/players/h/harriis01w.html,2021
Tyasha Harris,DAL,G,32,522,32,522,0.336,15.9,0.587,0.14,0.154,0.133,0.161,0.413,0.333,0.45,0.318,0.421,0.174,0.339,0.25,0.9,0.203,0.417,/wnba/players/h/harrity01w.html,2021
Moriah Jefferson,DAL,G,29,500,29,500,0.449,15.7,0.66,0.122,0.15,0.211,0.177,0.34,0.443,0.5,0.545,0.452,0.308,0.46,0.326,0.913,0.08,0.5,/wnba/players/j/jeffemo01w.html,2021
Awak Kuier,DAL,F,16,142,16,142,0.308,15.5,0.538,0.103,0.282,0.103,0.051,0.462,0.429,0.5,0.455,0.5,0,0.167,0.667,1,0.056,0,/wnba/players/k/kuieraw01w.html,2021
Marina Mabrey,DAL,G,32,773,32,773,0.405,17.5,0.528,0.121,0.131,0.1,0.177,0.472,0.461,0.638,0.353,0.436,0.435,0.342,0.368,0.667,0.125,0.174,/wnba/players/m/mabrema01w.html,2021
Arike Ogunbowale,DAL,G,32,1003,32,1003,0.383,15.4,0.59,0.173,0.177,0.112,0.129,0.41,0.388,0.544,0.359,0.241,0.343,0.376,0.261,0.663,0.075,0.5,/wnba/players/o/ogunbar01w.html,2021
Satou Sabally,DAL,F,17,423,17,423,0.418,12.2,0.667,0.224,0.327,0.067,0.048,0.333,0.464,0.649,0.352,0.455,0.375,0.327,0.627,0.889,0,NA,/wnba/players/s/sabalsa01w.html,2021
Kayla Thornton,DAL,F,31,857,31,857,0.421,12.4,0.68,0.264,0.218,0.127,0.071,0.32,0.455,0.673,0.279,0.28,0.5,0.349,0.689,1,0.238,0.333,/wnba/players/t/thornka01w.html,2021
Jillian Alleyne,WAS,C-F,2,8,2,8,0,11.3,1,0,0.5,0,0.5,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,/wnba/players/a/alleyji01w.html,2021
Ariel Atkins,WAS,G,30,918,30,918,0.407,17.5,0.535,0.051,0.182,0.199,0.104,0.465,0.448,0.6,0.486,0.367,0.463,0.359,0.4,0.864,0.12,0.545,/wnba/players/a/atkinar01w.html,2021
Tina Charles,WAS,C,27,900,27,900,0.449,12,0.742,0.181,0.349,0.113,0.098,0.258,0.478,0.646,0.519,0.25,0.288,0.365,0.665,0.98,0.088,0.417,/wnba/players/c/charlti01w.html,2021
Natasha Cloud,WAS,G,27,852,27,852,0.389,15.9,0.543,0.12,0.25,0.077,0.096,0.457,0.487,0.72,0.481,0.438,0.25,0.274,0.182,0.654,0.084,0.5,/wnba/players/c/cloudna01w.html,2021
Elena Delle Donne,WAS,F-G,3,52,3,52,0.481,13.6,0.815,0.074,0.222,0.333,0.185,0.185,0.455,1,0.333,0.556,0.2,0.6,0.7,1,0,NA,/wnba/players/d/delleel01w.html,2021
Megan Gustafson,WAS,C,11,109,11,109,0.594,7,0.938,0.375,0.375,0.188,0,0.063,0.633,0.75,0.417,0.833,NA,0,0.684,NA,0,NA,/wnba/players/g/gustame01w.html,2021
Myisha Hines-Allen,WAS,F,18,462,18,462,0.414,10.4,0.809,0.186,0.451,0.121,0.051,0.191,0.437,0.725,0.392,0.308,0.091,0.317,0.592,1,0.146,0.333,/wnba/players/h/hinesmy01w.html,2021
Stella Johnson,WAS,G,6,31,6,31,0.375,19.6,0.375,0.125,0,0.25,0,0.625,0.333,1,NA,0,NA,0.4,0,0.5,0.4,0.5,/wnba/players/j/johnsst01w.html,2021
Kiara Leslie,WAS,G,9,86,9,86,0.333,15.3,0.708,0.167,0.25,0.083,0.208,0.292,0.353,0.5,0.333,0,0.4,0.286,0.333,1,0.143,1,/wnba/players/l/lesliki01w.html,2021
Erica McCall,WAS,F,23,356,23,356,0.5,6,0.986,0.297,0.5,0.189,0,0.014,0.507,0.818,0.378,0.357,NA,0,0.649,NA,0,NA,/wnba/players/m/mccaler01w.html,2021
Leilani Mitchell,WAS,G,31,725,31,725,0.36,21.6,0.213,0.045,0.084,0.039,0.045,0.787,0.368,0.5,0.333,0.286,0.375,0.357,0.143,0.88,0.229,0.344,/wnba/players/m/mitchle01w.html,2021
Theresa Plaisance,WAS,F,31,559,31,559,0.351,18.7,0.426,0.074,0.124,0.153,0.074,0.574,0.419,0.6,0.48,0.355,0.267,0.302,0.778,0.971,0.138,0.188,/wnba/players/p/plaisth01w.html,2021
Sydney Wiese,WAS,G,27,578,27,578,0.323,18,0.378,0.102,0.189,0.055,0.031,0.622,0.375,0.769,0.333,0,0,0.291,0.611,0.913,0.266,0.333,/wnba/players/w/wiesesy01w.html,2021
Shavonte Zellous,WAS,G,28,442,28,442,0.377,16.4,0.64,0.096,0.167,0.149,0.228,0.36,0.452,0.727,0.368,0.412,0.423,0.244,0.545,0.6,0.146,0.167,/wnba/players/z/zellosh01w.html,2021
Kristine Anigwe,TOT,F-C,10,136,10,136,0.414,3.3,1,0.552,0.448,0,0,0,0.414,0.563,0.231,NA,NA,NA,0.667,NA,NA,NA,/wnba/players/a/anigwkr01w.html,2021
Cierra Burdick,TOT,F,14,64,14,64,0.455,7.5,1,0.273,0.364,0.273,0.091,0,0.455,0.667,0.5,0.333,0,NA,0.6,NA,NA,NA,/wnba/players/b/burdici01w.html,2021
Emma Cannon,TOT,F,20,295,20,295,0.446,11.4,0.762,0.327,0.178,0.099,0.158,0.238,0.494,0.636,0.333,0.4,0.438,0.292,0.658,1,0.125,0.333,/wnba/players/c/cannoem01w.html,2021
Layshia Clarendon,TOT,G,22,543,22,543,0.517,8.8,0.921,0.303,0.326,0.185,0.107,0.079,0.53,0.574,0.5,0.455,0.632,0.357,0.207,1,0.143,0.5,/wnba/players/c/clarela01w.html,2021
Lauren Cox,TOT,F,26,305,26,305,0.385,9.4,0.877,0.123,0.523,0.123,0.108,0.123,0.404,0.625,0.324,0.625,0.286,0.25,0.783,1,0.125,0,/wnba/players/c/coxla01w.html,2021
Candice Dupree,TOT,F,26,463,26,463,0.435,12.3,0.959,0.176,0.224,0.229,0.329,0.041,0.448,0.7,0.421,0.436,0.339,0.143,0.712,1,0,NA,/wnba/players/d/dupreca01w.html,2021
Dana Evans,TOT,G,29,221,29,221,0.342,18.8,0.43,0.063,0.165,0.076,0.127,0.57,0.265,0.2,0.308,0.333,0.2,0.4,0.222,0.667,0.022,1,/wnba/players/e/evansda02w.html,2021
Bria Holmes,TOT,G,19,318,19,318,0.323,12.2,0.656,0.292,0.25,0.042,0.073,0.344,0.365,0.679,0.125,0.25,0,0.242,0.522,1,0.182,0,/wnba/players/h/holmebr01w.html,2021
Joyner Holmes,TOT,F,5,28,5,28,0.5,15.4,0.6,0.2,0.1,0.2,0.1,0.4,0.333,0.5,0,0.5,0,0.75,0.5,1,0.5,0.5,/wnba/players/h/holmejo02w.html,2021
Natasha Mack,TOT,F,4,18,4,18,0.667,4.1,1,0.667,0.333,0,0,0,0.667,0.5,1,NA,NA,NA,1,NA,NA,NA,/wnba/players/m/mackna01w.html,2021
Karlie Samuelson,TOT,F,14,206,14,206,0.364,24.3,0.295,0.023,0.091,0.159,0.023,0.705,0.308,0,0.25,0.429,0,0.387,0.25,1,0.226,0.429,/wnba/players/s/samueka01w.html,2021
Kiah Stokes,TOT,C,24,443,24,443,0.571,4.6,0.929,0.357,0.536,0.036,0,0.071,0.577,0.6,0.533,1,NA,0.5,0.867,1,0.5,1,/wnba/players/s/stokeki01w.html,2021
Shatori Walker-Kimbrough,TOT,G,17,350,17,350,0.513,13.7,0.679,0.167,0.269,0.154,0.09,0.321,0.604,0.769,0.571,0.417,0.714,0.32,0.594,0.875,0.48,0.333,/wnba/players/w/walkesh01w.html,2021
Natasha Mack,CHI,F,3,16,3,16,0.667,4.1,1,0.667,0.333,0,0,0,0.667,0.5,1,NA,NA,NA,1,NA,NA,NA,/wnba/players/m/mackna01w.html,2021
Shatori Walker-Kimbrough,CON,G,1,4,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/w/walkesh01w.html,2021
Lauren Cox,IND,F,11,95,11,95,0.316,12.1,0.842,0.105,0.316,0.211,0.211,0.158,0.313,0.5,0.333,0.5,0,0.333,0.8,1,0,NA,/wnba/players/c/coxla01w.html,2021
Bria Holmes,LAS,G,17,312,17,312,0.326,12.1,0.653,0.295,0.253,0.042,0.063,0.347,0.371,0.679,0.125,0.25,0,0.242,0.522,1,0.182,0,/wnba/players/h/holmebr01w.html,2021
Karlie Samuelson,LAS,F,11,174,11,174,0.382,19.9,0.324,0.029,0.118,0.147,0.029,0.676,0.182,0,0.25,0.2,0,0.478,0,1,0.261,0.5,/wnba/players/s/samueka01w.html,2021
Layshia Clarendon,NYL,G,1,3,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/c/clarela01w.html,2021
Joyner Holmes,NYL,F,1,5,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/holmejo02w.html,2021
Kiah Stokes,NYL,C,9,135,9,135,0.545,7.3,0.818,0.455,0.273,0.091,0,0.182,0.556,0.6,0.333,1,NA,0.5,0.8,1,0.5,1,/wnba/players/s/stokeki01w.html,2021
Cierra Burdick,PHO,F,4,19,4,19,0.5,3.8,1,0.25,0.75,0,0,0,0.5,1,0.333,NA,NA,NA,1,NA,NA,NA,/wnba/players/b/burdici01w.html,2021
Emma Cannon,LVA,F,3,17,3,17,0.4,16.4,0.6,0,0.2,0.2,0.2,0.4,0.667,NA,0,1,1,0,0.5,NA,0,NA,/wnba/players/c/cannoem01w.html,2021
Candice Dupree,SEA,F,16,260,16,260,0.436,11.8,0.957,0.223,0.223,0.181,0.33,0.043,0.444,0.667,0.381,0.471,0.323,0.25,0.75,1,0,NA,/wnba/players/d/dupreca01w.html,2021
Kristine Anigwe,DAL,F-C,3,30,3,30,0.5,1.5,1,1,0,0,0,0,0.5,0.5,NA,NA,NA,NA,1,NA,NA,NA,/wnba/players/a/anigwkr01w.html,2021
Dana Evans,DAL,G,6,24,6,24,0.167,20.4,0.5,0,0,0.167,0.333,0.5,0,NA,NA,0,0,0.333,NA,1,0.333,1,/wnba/players/e/evansda02w.html,2021
Layshia Clarendon,MIN,G,21,540,21,540,0.517,8.8,0.921,0.303,0.326,0.185,0.107,0.079,0.53,0.574,0.5,0.455,0.632,0.357,0.207,1,0.143,0.5,/wnba/players/c/clarela01w.html,2021
Joyner Holmes,LVA,F,4,23,4,23,0.5,15.4,0.6,0.2,0.1,0.2,0.1,0.4,0.333,0.5,0,0.5,0,0.75,0.5,1,0.5,0.5,/wnba/players/h/holmejo02w.html,2021
Shatori Walker-Kimbrough,WAS,G,16,346,16,346,0.513,13.7,0.679,0.167,0.269,0.154,0.09,0.321,0.604,0.769,0.571,0.417,0.714,0.32,0.594,0.875,0.48,0.333,/wnba/players/w/walkesh01w.html,2021
Emma Cannon,CON,F,5,58,5,58,0.471,13.7,0.529,0.294,0.176,0,0.059,0.471,0.444,0.6,0.333,NA,0,0.5,0.25,1,0,NA,/wnba/players/c/cannoem01w.html,2021
Kristine Anigwe,LAS,F-C,7,106,7,106,0.391,3.8,1,0.435,0.565,0,0,0,0.391,0.6,0.231,NA,NA,NA,0.556,NA,NA,NA,/wnba/players/a/anigwkr01w.html,2021
Natasha Mack,MIN,F,1,2,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mackna01w.html,2021
Cierra Burdick,MIN,F,3,10,3,10,0.667,6.5,1,0.333,0.333,0.333,0,0,0.667,1,1,0,NA,NA,0.5,NA,NA,NA,/wnba/players/b/burdici01w.html,2021
Dana Evans,CHI,G,23,197,23,197,0.356,18.7,0.425,0.068,0.178,0.068,0.11,0.575,0.29,0.2,0.308,0.4,0.25,0.405,0.222,0.647,0,NA,/wnba/players/e/evansda02w.html,2021
Cierra Burdick,SEA,F,7,35,7,35,0.25,11.9,1,0.25,0,0.5,0.25,0,0.25,0,NA,0.5,0,NA,0,NA,NA,NA,/wnba/players/b/burdici01w.html,2021
Emma Cannon,IND,F,12,220,12,220,0.443,10.6,0.823,0.354,0.177,0.114,0.177,0.177,0.492,0.643,0.357,0.333,0.429,0.214,0.719,1,0.214,0.333,/wnba/players/c/cannoem01w.html,2021
Kiah Stokes,LVA,C,15,308,15,308,0.588,2.9,1,0.294,0.706,0,0,0,0.588,0.6,0.583,NA,NA,NA,0.9,NA,NA,NA,/wnba/players/s/stokeki01w.html,2021
Lauren Cox,LAS,F,15,210,15,210,0.413,8.3,0.891,0.13,0.609,0.087,0.065,0.109,0.439,0.667,0.321,0.75,0.667,0.2,0.778,1,0.2,0,/wnba/players/c/coxla01w.html,2021
Karlie Samuelson,SEA,F,3,32,3,32,0.3,39.4,0.2,0,0,0.2,0,0.8,1,NA,NA,1,NA,0.125,0.5,1,0.125,0,/wnba/players/s/samueka01w.html,2021
Candice Dupree,ATL,F,10,203,10,203,0.434,12.9,0.961,0.118,0.224,0.289,0.329,0.039,0.452,0.778,0.471,0.409,0.36,0,0.667,NA,0,NA,/wnba/players/d/dupreca01w.html,2021
Bria Holmes,LVA,G,2,6,2,6,0,20.2,1,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,/wnba/players/h/holmebr01w.html,2021
Monique Billings,ATL,F,19,341,19,341,0.441,7.2,0.99,0.392,0.294,0.186,0.118,0.01,0.446,0.6,0.4,0.368,0.167,0,0.6,NA,0,NA,/wnba/players/b/billimo01w.html,2022
Maya Caldwell,ATL,G,3,62,3,62,0.5,14.6,0.6,0.3,0.05,0.1,0.15,0.4,0.417,0.667,1,0,0,0.625,0.4,1,0.25,0.5,/wnba/players/c/caldwma01w.html,2022
Nia Coffey,ATL,F,15,314,15,314,0.33,14.7,0.734,0.138,0.16,0.149,0.287,0.266,0.362,0.385,0.2,0.357,0.444,0.24,0.72,1,0.16,0,/wnba/players/c/coffeni01w.html,2022
Tiffany Hayes,ATL,G,3,80,3,80,0.5,10.4,0.706,0.353,0.265,0.088,0,0.294,0.542,0.667,0.333,0.667,NA,0.4,0.615,0.75,0,NA,/wnba/players/h/hayesti01w.html,2022
Naz Hillmon,ATL,F,20,280,20,280,0.468,8.7,0.957,0.362,0.255,0.128,0.213,0.043,0.489,0.588,0.417,0.333,0.5,0,0.727,NA,0.5,0,/wnba/players/h/hillmna01w.html,2022
Rhyne Howard,ATL,G,22,673,22,673,0.377,18,0.532,0.089,0.095,0.158,0.19,0.468,0.411,0.714,0.3,0.3,0.417,0.338,0.478,0.8,0.169,0.4,/wnba/players/h/howarrh01w.html,2022
Aari McDonald,ATL,G,22,572,22,572,0.427,15.2,0.524,0.238,0.168,0.065,0.054,0.476,0.505,0.614,0.484,0.25,0.4,0.341,0.102,0.767,0.102,0.111,/wnba/players/m/mcdonaa01w.html,2022
Beatrice Mompremier,ATL,F,12,110,12,110,0.464,3.5,1,0.679,0.214,0.071,0.036,0,0.464,0.579,0.167,0,1,NA,0.769,NA,NA,NA,/wnba/players/m/momprbe01w.html,2022
Cheyenne Parker,ATL,F,22,547,22,547,0.475,9.9,0.817,0.333,0.247,0.174,0.064,0.183,0.525,0.658,0.389,0.5,0.429,0.25,0.617,0.9,0.2,0.5,/wnba/players/p/parkech01w.html,2022
Destiny Slocum,ATL,G,3,41,3,41,0.364,21.1,0.182,0.091,0,0.091,0,0.818,0.5,1,NA,0,NA,0.333,0,0.667,0.444,0.5,/wnba/players/s/slocude01w.html,2022
Kia Vaughn,ATL,C,15,217,15,217,0.489,8.8,1,0.222,0.311,0.311,0.156,0,0.489,0.4,0.571,0.5,0.429,NA,0.5,NA,NA,NA,/wnba/players/v/vaughki01w.html,2022
Megan Walker,ATL,F,12,115,12,115,0.368,17.2,0.5,0.079,0.211,0.026,0.184,0.5,0.368,0.333,0.375,1,0.286,0.368,0.286,1,0.316,0.333,/wnba/players/w/walkeme01w.html,2022
Kristy Wallace,ATL,G,19,455,19,455,0.4,15.5,0.592,0.154,0.185,0.138,0.115,0.408,0.429,0.6,0.292,0.278,0.6,0.358,0.576,1,0.358,0.316,/wnba/players/w/wallakr01w.html,2022
Erica Wheeler,ATL,G,16,402,16,402,0.377,15,0.733,0.13,0.158,0.185,0.26,0.267,0.383,0.421,0.217,0.519,0.368,0.359,0.463,0.429,0.128,0.4,/wnba/players/w/wheeler01w.html,2022
Julie Allemand,CHI,G,11,162,11,162,0.5,16.1,0.45,0.35,0,0.05,0.05,0.55,0.444,0.429,NA,0,1,0.545,0.75,0.833,0,NA,/wnba/players/a/allemju01w.html,2022
Kahleah Copper,CHI,G-F,17,478,17,478,0.444,11.1,0.701,0.38,0.16,0.08,0.08,0.299,0.473,0.606,0.4,0.2,0.267,0.375,0.694,1,0.268,0.667,/wnba/players/c/coppeka01w.html,2022
Dana Evans,CHI,G,21,278,21,278,0.392,17,0.536,0.134,0.206,0.134,0.062,0.464,0.404,0.538,0.35,0.385,0.333,0.378,0.619,0.706,0.089,0.5,/wnba/players/e/evansda02w.html,2022
Rebekah Gardner,CHI,G,21,466,21,466,0.537,9.8,0.791,0.396,0.201,0.09,0.104,0.209,0.594,0.736,0.519,0.25,0.5,0.321,0.508,1,0.5,0.286,/wnba/players/g/gardnre01w.html,2022
Ruthy Hebard,CHI,F,16,167,16,167,0.556,5.9,1,0.361,0.444,0.111,0.083,0,0.556,0.692,0.563,0,0.667,NA,0.9,NA,NA,NA,/wnba/players/h/hebarru01w.html,2022
Tina Krajisnik,CHI,C,2,5,2,5,0,5.4,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,/wnba/players/k/krajiti01w.html,2022
Anneli Maley,CHI,F,4,44,4,44,0.5,16.9,0.5,0.167,0,0.167,0.167,0.5,0.333,0,NA,1,0,0.667,1,1,1,0.667,/wnba/players/m/maleyan01w.html,2022
Emma Meesseman,CHI,F,22,623,22,623,0.551,9.7,0.894,0.301,0.273,0.171,0.148,0.106,0.585,0.754,0.593,0.568,0.25,0.261,0.876,1,0.13,0,/wnba/players/m/meessem01w.html,2022
Candace Parker,CHI,F-C,20,570,20,570,0.457,14.7,0.601,0.183,0.192,0.13,0.096,0.399,0.504,0.632,0.5,0.444,0.35,0.386,0.698,0.938,0.072,0.5,/wnba/players/p/parkeca01w.html,2022
Allie Quigley,CHI,G,20,525,20,525,0.432,16.3,0.515,0.112,0.219,0.112,0.071,0.485,0.517,0.789,0.541,0.368,0.25,0.341,0.711,0.857,0.146,0.417,/wnba/players/q/quiglal01w.html,2022
Azura Stevens,CHI,F-C,21,459,21,459,0.467,12.8,0.635,0.299,0.178,0.102,0.056,0.365,0.52,0.644,0.4,0.5,0.273,0.375,0.8,1,0.361,0.462,/wnba/players/s/steveaz01w.html,2022
Sparkle Taylor,CHI,G,2,25,2,25,0.833,14.5,0.833,0.167,0,0.333,0.333,0.167,1,1,NA,1,1,0,0.4,NA,1,0,/wnba/players/t/taylosp01w.html,2022
Courtney Vandersloot,CHI,G,22,578,22,578,0.48,11.1,0.724,0.388,0.158,0.097,0.082,0.276,0.514,0.605,0.516,0.421,0.188,0.389,0.425,0.905,0.056,0.333,/wnba/players/v/vandeco01w.html,2022
Li Yueru,CHI,C,11,60,11,60,0.357,4.7,1,0.643,0.214,0,0.143,0,0.357,0.444,0.333,NA,0,NA,0.8,NA,NA,NA,/wnba/players/y/yueruli01w.html,2022
Yvonne Anderson,CON,G,11,101,11,101,0.462,14.3,0.615,0.192,0.231,0.154,0.038,0.385,0.5,0.6,0.333,0.75,0,0.4,0.625,1,0.4,0.75,/wnba/players/a/anderyv01w.html,2022
DeWanna Bonner,CON,F-G,19,585,19,585,0.413,16,0.587,0.174,0.108,0.174,0.131,0.413,0.472,0.73,0.304,0.405,0.357,0.33,0.644,0.862,0.341,0.433,/wnba/players/b/bonnede01w.html,2022
DiJonai Carrington,CON,G-F,22,385,22,385,0.387,10.1,0.702,0.395,0.242,0.056,0.008,0.298,0.414,0.51,0.367,0,0,0.324,0.528,0.917,0.162,0.167,/wnba/players/c/carridi01w.html,2022
Nia Clouden,CON,G,15,113,15,113,0.435,15.5,0.522,0.217,0.13,0.043,0.13,0.478,0.333,0.4,0.667,0,0,0.545,0.25,0.5,0.364,0.25,/wnba/players/c/cloudni01w.html,2022
Natisha Hiedeman,CON,G,22,540,22,540,0.407,17.5,0.407,0.16,0.136,0.086,0.025,0.593,0.485,0.692,0.364,0.429,0,0.354,0.219,0.853,0.167,0.5,/wnba/players/h/hiedena01w.html,2022
Joyner Holmes,CON,F,15,100,15,100,0.32,16.3,0.56,0.16,0.04,0.2,0.16,0.44,0.357,0.5,0,0.4,0.25,0.273,0.4,1,0.091,0,/wnba/players/h/holmejo02w.html,2022
Brionna Jones,CON,F,22,573,22,573,0.561,5.2,0.974,0.566,0.25,0.107,0.051,0.026,0.576,0.64,0.531,0.524,0.2,0,0.682,NA,0,NA,/wnba/players/j/jonesbr01w.html,2022
Jazmine Jones,CON,G,3,18,3,18,0,10.7,1,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,/wnba/players/j/jonesja02w.html,2022
Jonquel Jones,CON,F,22,611,22,611,0.502,11.6,0.644,0.385,0.151,0.079,0.029,0.356,0.591,0.652,0.5,0.526,0.429,0.341,0.67,0.966,0.035,0.667,/wnba/players/j/jonesjo01w.html,2022
Alyssa Thomas,CON,F,22,713,22,713,0.485,5.3,1,0.463,0.37,0.128,0.04,0,0.485,0.619,0.381,0.345,0.333,NA,0.655,NA,NA,NA,/wnba/players/t/thomaal01w.html,2022
Jasmine Thomas,CON,G,5,109,5,109,0.267,14.3,0.567,0.267,0.133,0.067,0.1,0.433,0.176,0.125,0.25,0.5,0,0.385,0,0.8,0.077,0,/wnba/players/t/thomaja01w.html,2022
Courtney Williams,CON,G,20,570,20,570,0.442,16.4,0.814,0.065,0.091,0.212,0.446,0.186,0.468,0.733,0.571,0.429,0.427,0.326,0.58,0.929,0.279,0.333,/wnba/players/w/willico01w.html,2022
Alaina Coates,IND,C,8,75,8,75,0.636,3.5,1,0.455,0.545,0,0,0,0.636,0.6,0.667,NA,NA,NA,1,NA,NA,NA,/wnba/players/c/coateal01w.html,2022
Queen Egbo,IND,C,22,519,22,519,0.45,6.5,1,0.351,0.404,0.132,0.113,0,0.45,0.698,0.393,0.3,0.059,NA,0.676,NA,NA,NA,/wnba/players/e/egboqu01w.html,2022
Emily Engstler,IND,F,24,467,24,467,0.364,8.5,0.786,0.494,0.201,0.045,0.045,0.214,0.397,0.5,0.194,0.286,0.286,0.242,0.542,1,0.152,0,/wnba/players/e/engstem01w.html,2022
Bria Hartley,IND,G,10,87,10,87,0.346,15.7,0.654,0.154,0.154,0.115,0.231,0.346,0.353,0.5,0.25,1,0,0.333,0.667,0.667,0.333,0.333,/wnba/players/h/hartlbr01w.html,2022
Destanni Henderson,IND,G,24,377,24,377,0.387,13.5,0.622,0.336,0.118,0.067,0.101,0.378,0.351,0.4,0.286,0.375,0.25,0.444,0.346,0.8,0.311,0.286,/wnba/players/h/hendede01w.html,2022
Lexie Hull,IND,G,18,167,18,167,0.214,14.7,0.625,0.196,0.179,0.089,0.161,0.375,0.257,0.273,0.3,0.2,0.222,0.143,0.556,1,0.476,0.2,/wnba/players/h/hullle01w.html,2022
Kelsey Mitchell,IND,G,24,788,24,788,0.44,14.9,0.624,0.209,0.153,0.081,0.181,0.376,0.451,0.6,0.436,0.414,0.308,0.422,0.396,0.789,0.156,0.476,/wnba/players/m/mitchke01w.html,2022
Tiffany Mitchell,IND,G,23,307,23,307,0.438,9.9,0.823,0.313,0.25,0.219,0.042,0.177,0.443,0.567,0.458,0.333,0,0.412,0.486,1,0.412,0.429,/wnba/players/m/mitchti01w.html,2022
Khayla Pointer,IND,G,5,25,5,25,0.8,15.2,0.6,0.2,0,0.4,0,0.4,1,1,NA,1,NA,0.5,0,1,0,NA,/wnba/players/p/pointkh01w.html,2022
Danielle Robinson,IND,G,21,494,21,494,0.422,9.3,0.844,0.348,0.296,0.096,0.104,0.156,0.447,0.596,0.35,0.308,0.357,0.286,0.471,0.833,0.286,0.167,/wnba/players/r/robinda01w.html,2022
